status,length,vowels,subdomain,paths,https,num_letter_ratio_path,num_letter_ratio_domain,special_char,domain_length,sensitive_keywords,suspicious_tld,rand_numstring,hyphens,domain_age
1,35,0.38095238095238093,1,[],True,0.0,0.9230769230769231,6,26,0,,False,0,
0,113,0.5161290322580645,0,"['com', 'html']",False,0.0,0.9583333333333334,19,24,0,,False,2,
1,41,0.23076923076923078,1,[],False,0.0,0.8235294117647058,9,34,0,,False,4,
1,23,0.06666666666666667,1,[],False,0.0,0.75,7,12,0,,False,1,
1,31,0.3888888888888889,1,[],False,0.0,0.875,6,24,0,,False,1,
0,84,0.5,0,['php'],False,0.0,0.9666666666666667,12,30,1,,False,2,
0,29,0.21052631578947367,1,[],False,0.0,0.8823529411764706,6,17,0,,False,0,
0,98,0.41025641025641024,1,[],False,0.9655172413793104,0.8846153846153846,14,26,0,,True,2,
1,15,0.2222222222222222,0,[],False,0.0,0.875,4,8,0,,False,0,
1,65,0.6363636363636364,1,[],False,0.0,0.9090909090909091,11,22,0,,False,4,
0,131,0.35,1,[],True,18.0,0.8888888888888888,19,27,1,,False,5,
1,50,0.4482758620689655,1,[],True,0.0,0.8695652173913043,8,23,0,,False,1,
0,51,0.5714285714285714,1,[],False,0.0,0.9375,7,32,1,,False,0,
1,45,0.30434782608695654,1,['htm'],True,2.6666666666666665,0.8181818181818182,9,11,0,,True,0,
0,159,0.5151515151515151,0,['php'],False,0.0,0.9285714285714286,16,14,0,,True,0,
0,44,0.3,1,[],True,0.5714285714285714,0.7727272727272727,8,22,0,,True,1,
0,103,0.36065573770491804,1,[],True,0.0,0.8947368421052632,12,19,0,,False,1,
0,46,0.5652173913043478,2,['htm'],False,0.0,0.85,10,20,0,,False,0,
1,45,0.6818181818181818,1,[],True,0.0,0.875,8,16,0,,False,1,
0,51,0.6153846153846154,2,[],False,0.0,0.8846153846153846,9,26,0,,False,0,
0,38,0.36363636363636365,1,['php'],False,0.0,0.8947368421052632,8,19,0,,False,0,
0,81,0.42857142857142855,1,[],False,0.9130434782608695,0.9259259259259259,8,27,0,,True,0,
1,112,0.5573770491803278,1,[],False,0.0,0.9354838709677419,17,31,0,,False,10,
0,39,0.5238095238095238,1,[],True,0.0,0.875,7,16,0,,False,0,
0,99,0.3275862068965517,1,[],True,7.375,0.8666666666666667,14,15,0,,False,4,
1,45,0.46153846153846156,1,[],True,0.0,0.9259259259259259,7,27,0,,False,1,
0,60,0.20512820512820512,3,['php'],False,0.0,0.8285714285714286,11,35,0,,False,1,
1,74,0.3076923076923077,1,['pdf'],False,5.0,0.8947368421052632,17,19,0,,True,3,
1,61,0.35135135135135137,1,['html'],False,0.0,0.8333333333333334,11,18,0,,False,3,
0,40,0.4,3,[],True,0.0,0.71875,7,32,0,,True,0,
0,52,0.4,1,['html'],False,8.0,0.9166666666666666,8,24,1,,False,0,
0,88,0.43137254901960786,2,"['com', 'htm']",True,0.0,0.875,15,24,0,,False,1,
1,74,0.47619047619047616,0,['aspx'],False,0.0,0.9166666666666666,10,12,0,,False,0,
1,46,0.4166666666666667,1,[],False,5.333333333333333,0.875,9,16,0,,False,2,
1,54,0.3939393939393939,1,['pdf'],False,0.0,0.8823529411764706,8,17,0,,False,0,
0,54,0.5,0,[],False,0.0,0.9047619047619048,9,21,0,,False,1,
1,38,0.5789473684210527,1,[],True,0.0,0.875,8,16,1,,False,1,
1,67,0.4,1,[],False,0.0,0.8666666666666667,11,15,0,,False,3,
0,62,0.4117647058823529,0,"['', 'htm']",False,0.0,0.9230769230769231,14,13,0,,False,1,
0,59,0.36363636363636365,0,"['php', 'css']",False,6.25,0.9411764705882353,10,17,0,,False,0,
0,57,0.5,2,['html'],True,0.0,0.8947368421052632,8,38,0,,False,0,
1,32,0.3888888888888889,0,[],False,0.0,0.9166666666666666,7,12,0,,False,1,
0,46,0.52,1,[],False,0.0,0.92,8,25,0,,False,0,
1,37,0.6666666666666666,1,[],True,0.0,0.875,7,16,0,,False,0,
0,36,0.42857142857142855,1,[],False,0.0,0.896551724137931,5,29,0,,False,0,
0,52,0.3793103448275862,0,['php'],False,9.5,0.9444444444444444,10,18,0,,False,0,
0,32,0.2857142857142857,1,[],False,0.0,0.5833333333333334,6,24,0,,True,0,
1,34,0.3181818181818182,0,[],True,0.0,0.9090909090909091,5,11,0,,False,0,
1,27,0.42857142857142855,2,[],False,0.0,0.8421052631578947,7,19,0,,False,0,
0,92,0.40540540540540543,1,[],False,1.0,0.9090909090909091,12,22,0,,True,1,
1,102,0.43636363636363634,1,[],False,10.833333333333334,0.8333333333333334,17,12,0,,False,7,
1,32,0.3,1,[],True,0.0,0.9130434782608695,6,23,0,,False,0,
1,29,0.2777777777777778,1,[],True,0.0,0.9,6,20,0,,False,0,
0,119,0.5151515151515151,1,"['fr', 'php']",False,49.0,0.9166666666666666,18,24,0,,False,3,
1,59,0.4375,1,[],True,5.5,0.9047619047619048,9,21,0,,False,0,
1,54,0.3939393939393939,0,['php'],False,0.0,0.9473684210526315,8,19,1,,False,2,
0,151,0.44285714285714284,0,['html'],False,2.1463414634146343,0.9,9,10,0,,True,1,
1,84,0.4888888888888889,1,['html'],False,13.333333333333334,0.92,14,25,0,,False,5,
0,55,0.41935483870967744,1,['php'],False,0.0,0.8,11,10,1,,False,1,
1,18,0.18181818181818182,0,[],True,0.0,0.8888888888888888,5,9,0,,False,0,
1,39,0.43478260869565216,1,[],True,0.0,0.875,6,16,0,,False,0,
1,28,0.3125,1,[],True,0.0,0.8421052631578947,7,19,0,,False,1,
1,32,0.14285714285714285,1,['html'],False,0.0,0.8125,8,16,0,,False,1,
1,16,0.2,0,[],False,0.0,0.8888888888888888,4,9,0,,False,0,
0,23,0.3076923076923077,0,[],False,0.0,0.9166666666666666,6,12,0,,False,0,
1,29,0.5714285714285714,2,[],False,0.0,0.8571428571428571,7,21,0,,False,0,
0,29,0.2777777777777778,1,[],True,0.0,0.9,6,20,0,,False,0,
1,41,0.25925925925925924,1,[],True,0.0,0.8666666666666667,7,15,0,,False,0,
0,22,0.18181818181818182,0,[],True,0.75,0.8333333333333334,5,6,0,,False,0,
0,52,0.42857142857142855,1,['html'],False,12.0,0.8571428571428571,10,14,0,,False,0,
0,38,0.42105263157894735,1,[''],False,5.0,0.9,10,20,0,,False,0,
1,30,0.2777777777777778,2,[],True,0.0,0.8571428571428571,7,21,0,,False,0,
0,76,0.5675675675675675,3,[],False,1.125,0.9,10,50,1,,True,1,
0,430,0.5621890547263682,2,[],False,0.0,0.0,99,13,0,,False,18,
1,37,0.55,1,[],False,0.0,0.8947368421052632,6,19,0,,False,0,
1,73,0.4358974358974359,1,['html'],False,6.2,0.9130434782608695,12,23,0,,True,5,
0,56,0.4444444444444444,1,[],False,3.6666666666666665,0.8666666666666667,11,15,0,,False,0,
1,70,0.5135135135135135,0,[],True,0.0,0.9230769230769231,14,13,0,,False,7,
0,70,0.42857142857142855,1,['html'],False,0.0,0.9,10,20,0,,False,1,
1,52,0.4444444444444444,1,[],False,4.5,0.8947368421052632,9,19,0,,False,1,
1,31,0.4117647058823529,1,[],True,0.0,0.8636363636363636,7,22,0,,False,1,
0,90,0.5405405405405406,1,['com'],True,1.5909090909090908,0.8947368421052632,11,19,0,,True,0,
1,45,0.5263157894736842,1,['nsf'],False,1.7142857142857142,0.8666666666666667,9,15,0,,True,0,
1,55,0.375,1,['html'],False,23.0,0.85,9,20,0,,False,1,
0,65,0.5483870967741935,1,['fr'],False,12.0,0.6666666666666666,12,12,0,,False,2,
0,41,0.55,1,[],False,0.0,0.8181818181818182,7,33,0,,False,1,
0,71,0.6551724137931034,0,['php'],True,3.4,0.92,11,25,0,,True,2,
0,83,0.41304347826086957,1,[],True,6.0,0.875,12,16,0,,False,0,
0,73,0.6666666666666666,0,[],False,0.76,0.9444444444444444,8,18,1,,True,1,
0,44,0.2857142857142857,1,[],False,0.0,0.7666666666666667,8,30,0,,True,2,
0,114,0.4,1,[],False,0.0,0.875,17,16,0,,False,1,
0,127,0.48333333333333334,3,[],True,0.8888888888888888,0.9,18,50,1,,False,3,
0,99,0.25,1,[],False,0.0,0.9,12,20,0,,False,0,
0,56,0.40625,1,[],False,0.0,0.85,11,20,0,,False,1,
1,51,0.4827586206896552,1,['aspx'],True,0.0,0.8823529411764706,8,17,0,,False,0,
0,51,0.7083333333333334,1,['php'],False,0.0,0.8571428571428571,10,14,1,,False,0,
1,40,0.34782608695652173,1,[],True,0.0,0.875,9,24,0,,False,1,
0,33,0.15,2,[],False,0.0,0.7857142857142857,10,14,0,,False,0,
1,88,0.48,1,[],True,0.0,0.9,14,20,0,,False,5,
1,122,0.7924528301886793,1,[],True,12.333333333333334,0.8888888888888888,21,18,0,,True,13,
1,53,0.5517241379310345,1,['htm'],False,0.0,0.9,8,20,0,,False,0,
0,46,0.4090909090909091,5,[],True,0.0,0.7027027027027027,11,37,0,,False,1,
0,36,0.4090909090909091,1,[],False,0.0,0.9310344827586207,5,29,0,,False,0,
1,31,0.3888888888888889,1,[],False,0.0,0.9130434782608695,6,23,0,,False,0,
1,48,0.27586206896551724,1,[],True,0.0,0.875,11,16,0,,False,2,
0,101,0.6415094339622641,0,['php'],True,0.0,0.8333333333333334,14,6,0,,False,0,
1,41,0.43478260869565216,1,['pdf'],False,0.0,0.8947368421052632,8,19,0,,False,0,
0,43,0.4090909090909091,3,[],False,0.0,0.7714285714285715,8,35,1,,False,0,
1,15,0.2222222222222222,0,[],False,0.0,0.875,4,8,0,,False,0,
1,42,0.2608695652173913,1,['html'],False,5.666666666666667,0.8,10,10,0,,False,3,
1,51,0.5,0,[],False,0.0,0.9333333333333333,9,15,0,,False,3,
0,48,0.37037037037037035,1,['html'],False,0.0,0.8148148148148148,11,27,0,,False,3,
1,49,0.5185185185185185,0,[],False,0.0,0.9473684210526315,8,19,1,,False,1,
0,25,0.4166666666666667,0,[],True,0.0,0.8461538461538461,8,13,0,,False,1,
1,49,0.35714285714285715,1,[],True,20.0,0.8666666666666667,10,15,0,,False,2,
1,48,0.3448275862068966,1,['htm'],False,12.0,0.92,8,25,0,,False,1,
0,108,0.5344827586206896,1,['php'],False,0.0,0.92,15,25,0,,False,1,
0,39,0.391304347826087,0,['html'],False,0.0,0.95,7,20,0,,False,0,
1,80,0.34,2,['pdf'],False,0.0,0.85,13,20,0,,False,3,
1,36,0.2608695652173913,1,[],False,0.0,0.8823529411764706,7,17,0,,False,1,
1,28,0.16666666666666666,1,[],True,0.0,0.8421052631578947,7,19,0,,False,1,
0,33,0.25,1,[],True,4.0,0.8571428571428571,6,14,0,,False,0,
1,23,0.14285714285714285,2,[],True,0.0,0.7857142857142857,7,14,0,,False,0,
1,77,0.4772727272727273,1,[],True,0.0,0.8888888888888888,12,18,0,,False,5,
0,342,0.41739130434782606,2,['html&amp;data=02%7C01%7C%7C179ae50e4c144e3c228508d8170b3349%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637284684151373360&amp;sdata=T2'],True,1.0,0.8421052631578947,37,19,0,,True,6,
0,38,0.4444444444444444,1,[],True,0.0,0.7241379310344828,7,29,0,,False,1,
1,73,0.525,1,[],False,0.0,0.9090909090909091,12,22,0,,False,5,
1,33,0.4444444444444444,1,[],True,0.0,0.8666666666666667,7,15,0,,False,0,
0,67,0.25,1,['html'],False,0.0,0.8823529411764706,12,17,0,,False,2,
1,39,0.42857142857142855,1,[],True,4.5,0.8888888888888888,7,18,0,,False,0,
1,24,0.2857142857142857,1,[],True,0.0,0.8666666666666667,6,15,0,,False,0,
1,26,0.17647058823529413,1,[],True,0.0,0.8823529411764706,6,17,0,,False,0,
1,39,0.13636363636363635,0,['pdf'],True,2.8,0.8571428571428571,9,7,0,,True,0,
0,62,0.6,2,[],False,0.45454545454545453,0.8181818181818182,8,22,0,,True,1,
0,41,0.43478260869565216,0,['php'],False,0.0,0.9230769230769231,8,13,1,,False,1,
0,40,0.4166666666666667,1,[],True,0.0,0.9354838709677419,6,31,0,,False,0,
1,51,0.3548387096774194,1,['html'],False,0.0,0.8846153846153846,9,26,0,,False,2,
1,59,0.3870967741935484,1,[],True,7.0,0.8333333333333334,12,12,0,,False,3,
1,50,0.36666666666666664,1,['htm'],True,0.0,0.9,9,20,0,,False,0,
0,52,0.5769230769230769,1,[],False,8.0,0.84,8,25,0,,False,1,
0,43,0.5217391304347826,0,['php'],False,0.0,0.9333333333333333,8,15,0,,False,1,
0,94,0.5333333333333333,1,['html'],False,3.111111111111111,0.8809523809523809,13,42,0,,False,4,
1,60,0.45714285714285713,1,['ramoptimization'],False,0.0,0.8666666666666667,9,15,0,,False,0,
1,18,0.2727272727272727,0,[],False,0.0,0.9090909090909091,4,11,0,,False,0,
0,204,0.3170731707317073,1,[],True,0.0,0.9259259259259259,15,27,0,,False,4,
0,94,0.4444444444444444,2,"['com', 'html']",True,1.5333333333333334,0.875,14,24,0,,True,0,
0,41,0.45454545454545453,3,[],False,0.0,0.8484848484848485,9,33,0,,False,1,
0,19,0.1111111111111111,1,[],False,0.0,0.5454545454545454,6,11,0,,False,0,
0,35,0.35,0,['htm'],False,0.0,0.8636363636363636,7,22,0,,False,1,
0,63,0.2926829268292683,0,['htm'],False,0.0,0.9615384615384616,10,26,0,,False,0,
0,53,0.48148148148148145,1,[],False,4.25,0.9047619047619048,9,21,0,,False,0,
0,75,0.5789473684210527,3,[],False,0.0,0.8409090909090909,15,44,2,,False,3,
0,35,0.4444444444444444,1,[],True,0.0,0.7777777777777778,5,27,0,,False,0,
0,210,0.3826086956521739,1,[],True,0.0,0.8571428571428571,37,14,0,,False,1,
1,44,0.4230769230769231,0,[],True,0.0,0.9230769230769231,7,13,0,,False,2,
0,150,0.5853658536585366,3,[],False,0.0,0.9,12,40,0,,True,0,
0,39,0.36363636363636365,1,['html'],False,0.0,0.9090909090909091,9,22,0,,False,1,
0,64,0.34210526315789475,1,[],False,0.0,0.8666666666666667,13,15,2,,False,1,
0,106,0.3148148148148148,2,['aspx'],True,0.0,0.85,18,20,0,,False,4,
0,34,0.5882352941176471,1,[],True,0.0,0.9,7,20,0,,False,0,
1,65,0.6060606060606061,1,[],True,0.0,0.875,12,16,0,,False,5,
0,60,0.2857142857142857,1,['htm'],False,0.0,0.7142857142857143,13,14,0,,False,1,
0,25,0.35714285714285715,0,[],False,0.0,0.9285714285714286,6,14,0,,False,0,
1,39,0.42105263157894735,1,[],False,0.8,0.9047619047619048,7,21,0,,True,0,
1,38,0.2608695652173913,1,['php'],False,0.0,0.8,9,15,0,,False,1,
0,129,0.3037974683544304,0,['php'],True,0.0,0.875,23,8,0,,False,8,
1,52,0.4482758620689655,1,[],True,0.0,0.8666666666666667,10,15,0,,False,2,
0,30,0.2222222222222222,2,[],False,0.0,0.0,8,14,0,,False,0,
1,33,0.35,1,[],True,0.0,0.9166666666666666,6,24,0,,False,0,
1,118,0.6206896551724138,1,['html'],False,7.222222222222222,0.9259259259259259,15,27,0,,True,6,
1,27,0.4666666666666667,0,[],False,0.0,0.9,5,20,0,,False,1,
1,78,0.53125,1,['pdf'],False,2.3846153846153846,0.875,16,16,0,,False,3,
0,35,0.42105263157894735,1,[],False,0.0,0.8518518518518519,7,27,0,,False,1,
0,32,0.47058823529411764,0,[],False,0.0,0.8888888888888888,7,18,0,,False,1,
0,64,0.3055555555555556,3,['php'],False,0.0,0.7435897435897436,13,39,0,,False,3,
0,38,0.2727272727272727,1,[],True,0.0,0.7931034482758621,7,29,0,,False,1,
1,24,0.4166666666666667,2,[],True,0.0,0.8,7,15,0,,False,0,
1,68,0.43902439024390244,1,['html'],False,0.0,0.8666666666666667,9,15,0,,False,0,
0,126,0.6538461538461539,3,[],True,0.7,0.9,19,50,1,,True,3,
1,41,0.65,1,[],True,0.0,0.875,8,16,0,,False,1,
1,48,0.56,1,[],True,0.0,0.875,9,16,0,,False,2,
1,29,0.5333333333333333,1,[],False,0.0,0.9047619047619048,6,21,0,,False,0,
1,24,0.125,1,[],True,0.0,0.8666666666666667,6,15,0,,False,0,
1,50,0.3,1,['asp'],True,0.0,0.8235294117647058,10,17,0,,False,2,
0,126,0.55,3,[],False,1.4285714285714286,0.9,18,50,1,,False,3,
1,39,0.36363636363636365,1,[],True,0.0,0.8181818181818182,9,11,0,,False,0,
0,102,0.37254901960784315,0,[],False,2.6,0.9333333333333333,12,15,0,,True,1,
1,31,0.35294117647058826,1,[],False,0.0,0.8260869565217391,6,23,0,,False,0,
0,86,0.5625,2,[],False,0.45454545454545453,0.8181818181818182,12,22,0,,True,1,
1,78,0.41025641025641024,1,[],True,4.5,0.875,15,16,0,,False,4,
1,29,0.29411764705882354,2,[],True,0.0,0.85,7,20,0,,False,0,
1,33,0.26666666666666666,1,[],False,0.0,0.8333333333333334,7,12,0,,True,0,
0,27,0.25,0,[],False,0.0,0.8333333333333334,7,12,0,,False,1,
1,24,0.2857142857142857,1,[],True,0.0,0.8666666666666667,6,15,0,,False,0,
1,39,0.391304347826087,1,[],True,0.0,0.9,7,20,0,,False,0,
1,28,0.4666666666666667,1,[],False,0.0,0.8571428571428571,6,21,0,,False,1,
0,87,0.2641509433962264,1,[],False,0.0,0.9166666666666666,9,24,0,,False,0,
1,43,0.5217391304347826,1,[],False,0.0,0.8888888888888888,8,18,0,,False,1,
1,27,0.3125,1,[],False,0.0,0.8947368421052632,6,19,0,,False,0,
1,101,0.5416666666666666,1,[],False,6.875,0.8823529411764706,19,17,0,,False,9,
1,60,0.47058823529411764,1,['html'],False,0.0,0.8571428571428571,10,28,0,,False,3,
1,38,0.3181818181818182,1,['php'],False,0.0,0.8461538461538461,9,13,0,,False,0,
0,19,0.4,0,[],True,0.0,0.9,5,10,0,,False,0,
1,137,0.13725490196078433,1,['php'],True,1.1111111111111112,0.8666666666666667,43,15,0,,False,1,
0,263,0.32450331125827814,12,['htm'],False,7.2,0.7653631284916201,29,179,2,,True,3,
0,22,0.08333333333333333,0,[],True,0.75,0.8333333333333334,5,6,0,,False,0,
0,89,0.5531914893617021,0,"['com', 'php']",False,29.0,0.9523809523809523,15,21,2,,False,1,
1,28,0.29411764705882354,1,[],True,0.0,0.8947368421052632,6,19,0,,False,0,
1,49,0.3225806451612903,1,['htm'],False,13.0,0.9230769230769231,7,26,0,,False,0,
0,45,0.391304347826087,3,[],True,0.0,0.75,10,36,0,,False,2,
0,30,0.2631578947368421,1,[],False,0.0,0.9090909090909091,6,22,0,,False,0,
0,54,0.40625,0,['html'],False,0.0,0.9,9,10,0,,False,1,
1,29,0.5,1,[],False,0.0,0.9090909090909091,5,22,0,,False,0,
0,86,0.6363636363636364,0,['php'],False,0.0,0.9375,14,16,0,,False,1,
0,26,0.38461538461538464,1,[],False,0.0,0.7777777777777778,6,18,0,,False,0,
1,83,0.5897435897435898,1,[],True,4.333333333333333,0.9,12,20,0,,True,5,
0,49,0.5,0,['php'],True,0.0,0.9285714285714286,7,28,0,,False,1,
1,33,0.26666666666666666,1,[],False,0.0,0.8333333333333334,7,12,0,,True,0,
1,40,0.43478260869565216,1,[],False,0.0,0.8888888888888888,7,18,0,,False,0,
1,56,0.2857142857142857,1,[],False,0.0,0.8888888888888888,11,18,0,,False,3,
1,27,0.23529411764705882,1,[],True,0.0,0.8888888888888888,6,18,0,,False,0,
1,70,0.40476190476190477,1,['html'],False,0.0,0.8787878787878788,11,33,0,,False,4,
0,128,0.40789473684210525,9,[],False,0.0,0.8583333333333333,14,120,0,,False,0,
0,25,0.21428571428571427,0,[],False,2.6666666666666665,0.8333333333333334,5,6,0,,False,0,
1,33,0.3684210526315789,1,[],True,0.0,0.875,7,16,0,,False,0,
1,52,0.41935483870967744,1,[],True,0.0,0.875,8,16,0,,False,1,
1,31,0.3157894736842105,1,[],True,0.0,0.9090909090909091,6,22,0,,False,0,
0,41,0.34782608695652173,1,[],True,0.0,0.8125,6,32,0,,False,0,
1,33,0.35,1,[],True,0.0,0.9166666666666666,6,24,0,,False,0,
0,32,0.3,0,[],True,0.0,0.9130434782608695,6,23,0,,False,1,
1,66,0.5142857142857142,1,['cgi'],False,0.0,0.9333333333333333,11,30,0,,False,1,
1,85,0.36363636363636365,1,[],True,5.375,0.8571428571428571,17,14,0,,False,7,
1,52,0.4666666666666667,1,[],True,0.0,0.9,8,20,0,,False,1,
1,109,0.5,1,['html'],True,10.833333333333334,0.8947368421052632,16,19,0,,True,8,
1,84,0.5319148936170213,0,[],False,0.0,0.95,12,20,0,,False,6,
0,110,0.39344262295081966,1,[],True,0.0,0.875,11,16,0,,False,1,
0,171,0.3972602739726027,0,['php'],False,1.7083333333333333,0.96,17,25,1,,True,1,
1,17,0.3333333333333333,0,[],False,0.0,0.8888888888888888,5,9,0,,False,0,
1,19,0.36363636363636365,0,[],False,0.0,0.9166666666666666,4,12,0,,False,0,
0,98,0.3170731707317073,2,['php'],False,2.9411764705882355,0.0,16,14,0,,True,1,
0,32,0.625,1,[],False,0.0,0.9166666666666666,6,24,0,,False,0,
1,28,0.29411764705882354,2,[],True,0.0,0.85,6,20,0,,False,0,
0,64,0.6451612903225806,1,['com'],False,0.0,0.8709677419354839,11,31,0,,False,0,
1,40,0.7368421052631579,1,[],True,0.0,0.875,7,16,0,,False,0,
0,132,0.43661971830985913,1,[],True,8.222222222222221,0.71875,15,32,0,,True,3,
0,124,0.48484848484848486,1,[],True,10.833333333333334,0.875,20,24,0,,False,6,
0,51,0.5,0,['php'],False,0.0,0.9444444444444444,9,18,1,,False,0,
0,141,0.3582089552238806,1,[],True,2.6818181818181817,0.5625,9,48,0,,True,0,
0,126,0.6140350877192983,3,[],False,1.125,0.9,18,50,1,,False,3,
1,21,0.3333333333333333,1,[],False,0.0,0.8571428571428571,5,14,0,,False,0,
1,53,0.3793103448275862,1,[],False,12.0,0.8571428571428571,11,14,0,,False,2,
1,27,0.3125,1,[],True,0.0,0.8888888888888888,6,18,0,,False,0,
0,76,0.35294117647058826,0,['php'],False,1.380952380952381,0.9285714285714286,9,14,0,,True,0,
1,79,0.5348837209302325,1,[],False,0.0,0.9375,13,32,0,,False,6,
0,77,0.5428571428571428,0,[],False,1.75,0.9565217391304348,7,23,0,,True,0,
1,35,0.35,1,[],True,0.0,0.8888888888888888,8,18,0,,False,0,
1,56,0.46875,1,['asp'],True,0.0,0.9047619047619048,9,21,0,,False,2,
1,49,0.2,1,['txt'],False,3.0,0.9090909090909091,9,22,0,,False,0,
1,41,0.4782608695652174,1,[],False,0.0,0.9,7,20,0,,False,0,
0,84,0.59375,1,[],False,1.2608695652173914,0.9,10,20,1,,True,0,
1,29,0.2777777777777778,1,[],True,0.0,0.9,6,20,0,,False,0,
1,21,0.15384615384615385,1,[],True,0.0,0.8333333333333334,6,12,0,,False,0,
1,35,0.35,1,['html'],False,0.0,0.8461538461538461,8,13,0,,False,1,
1,28,0.3333333333333333,1,[],True,0.0,0.7894736842105263,8,19,0,,False,2,
0,97,0.4727272727272727,2,['php'],True,0.0,0.88,16,25,0,,False,0,
0,36,0.5,0,[],False,0.0,0.9285714285714286,6,14,0,,False,0,
1,63,0.5142857142857142,1,['aspx'],True,0.0,0.8947368421052632,10,19,0,,False,2,
1,24,0.5833333333333334,1,[],False,0.0,0.8823529411764706,5,17,0,,False,0,
0,40,0.4782608695652174,1,[],False,0.0,0.9090909090909091,5,33,0,,False,0,
0,85,0.4489795918367347,0,['php'],False,0.0,0.9411764705882353,14,17,0,,False,1,
0,56,0.39285714285714285,3,['html'],False,0.0,0.6923076923076923,11,39,0,,True,2,
0,49,0.6,0,['php'],False,0.0,0.9090909090909091,9,11,0,,False,0,
0,23,0.38461538461538464,0,[],True,0.0,0.9,5,10,0,,False,0,
0,64,0.39473684210526316,0,['php'],True,0.0,0.9375,11,16,0,,False,1,
0,46,0.5714285714285714,1,['0'],True,5.0,0.9,11,20,0,,False,1,
0,36,0.2727272727272727,0,['php'],False,0.0,0.8888888888888888,8,9,0,,False,0,
1,29,0.375,1,[],False,0.0,0.8181818181818182,5,22,1,,False,0,
0,55,0.5714285714285714,1,[],False,8.0,0.8571428571428571,8,28,0,,False,1,
1,45,0.4074074074074074,1,[],False,0.0,0.92,7,25,0,,False,0,
1,33,0.42105263157894735,1,[],False,0.0,0.92,6,25,0,,False,0,
0,231,0.5657894736842105,1,['php'],True,0.0,0.9130434782608695,20,23,2,,True,2,
0,30,0.4117647058823529,1,[],True,0.0,0.8823529411764706,6,17,0,,False,0,
1,31,0.3888888888888889,1,[],False,0.0,0.9130434782608695,6,23,0,,False,0,
1,27,0.25,1,[],True,0.0,0.8333333333333334,7,18,0,,False,1,
